text,sentiment
he just fully yelled  saying dnt be so fcking stupid grow up! stop with this band **** then... throws the remote at me thnks love u2,negative
 hey love whats up! my voice is shot  whats new with you,positive
  awwwww i`m such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!,positive
_Marie Wish I could make it too!!! I hate my commute sometimes,neutral
 Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis,positive
God I just want to sleep.,neutral
 miss u m8   we NEED tae have a catch up n that,negative
offically in DC .....  missing my numero uno,negative
Sunburn on my knees,negative
"Just got out the shower, Sitting on my towel  I Hate TwitterBerry I Can`t Reply To Tweets",negative
"Changing to work,.",neutral
#itsucks when everyone but the one i want to text me is texting me!,negative
wooo...my luck is done,negative
played okami for 14 hours today,neutral
" I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral
 I don`t like fishfingers. I don`t like fish or seafood really. But enjoy it,neutral
 thats because im getting a new phone since my other phone dont work at all,neutral
"Trying to put down some veggie soup, and watching Bride Wars while my body recovers.  Hope I`ll spring back tomorrow",positive
"is really, really bored... I guess I will go to bed",negative
  Sorry to hear that.,negative
" it could be a bad idea, Hayley",negative
I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!,positive
Im so down! The AC in my house just broke,negative
 Thanks! I registered,neutral
oooh harlow is so sweet,positive
  enjoy ur night,positive
lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T,neutral
crying so hard.......,negative
 No u miss me !!!!! LOL,negative
wish i was home in time for the #jonaswebcast today,positive
 awesome! have to take a look at them when i`m home.,positive
  I love you too! I`m kinds reading. But you can call if you`d like,positive
 what I thought ur going somewhere that`s why I didn`t invitw u,neutral
" arnold, california.  aka the best place ever...wish you could come with!!!",positive
is busy creating a new logo for my  site,neutral
hi  thanks for the follow  good luck with your friend? ha,positive
Young love comes to an end,neutral
I`m so worried about my sister`s guinea pig. I hope Stalin makes it through tonight!  you can do it baby!!,neutral
" let me guess ... ran a few miles?  Respect dude, I can`t do it.  Maybe you should train me",positive
"I hate working nights, cos I`m not really able to enjoy this gorgeous weather, as I will be asleep",negative
and young ones....'look what I found'....'breakfast'....,neutral
 NO GO ROVE GO THE MCMANUS`  adam is cool tho,neutral
I soo wanna eat McDonalds Fries,neutral
" lol, I haven`t made anything yet, I`ve just spread all my supplies out over the dining room table",neutral
" Excellent, he will never know, lmao.",positive
Kimberlee Hatch!!!!!!! I miss you,negative
i dont want the seniors to leave,positive
" heyy!  told me to follow u, whatsup?",neutral
 I`ll keep that in mind when he gets tonked for 40 off his 4 overs.,neutral
has finished exams.... has (almost) moved out of halls and is leaving london tomorrow,neutral
 I want to chat with you in Im some day.,positive
 it does but that game doesn`t.,neutral
_Mean WHERE?,neutral
" I`m fine, I`ve just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt",positive
my thumb hurts after breaking the nail....,negative
" yeah, it`s tragic  i need a haircut",negative
"I miss my Nipissing pitas  Good thing we`ve got a Euphoria in Barrie, `cause I would never survive summer without my pitas AND smoothies!!",positive
sheboygan / teekay / other kids / fight / angus / ryan / mall / mcdonalds / high / party / beer pong / drink / drive home. fun night,positive
  I`m starting to feel depressed with this hurricane talk... I`m on the front lines down here!,negative
for the whole time ?,neutral
 oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don`t have many pies on there,positive
"LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",neutral
" trivia? Working, no computer!",neutral
" , just dont understand what`s it got to do with me. I`m just a nice girl",neutral
 gotta catch `em all,neutral
http://bit.ly/GQdbD  one of the saddest songs I`ve ever heard,negative
 Hi Ok i hope its head comes out of the clouds for you> i love Meadowbank shopping center,positive
About to go pick up my roomate from the airport....no more house to myself.,neutral
 YAY! Busy is good,positive
" LOL, very true. I`ve been keeping an eye out for that - they arent very tech savvy so I`ve been alright thus far",neutral
 Yeah but it doesn`t sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I`ll c u then ;),neutral
http://twitpic.com/4wehl - graduation pic,neutral
" yes! fb, ah i miss you",negative
 awwwwwwwwww  thats jus...awwwww.did she get to start again like?,neutral
"goodnight and good bye to all of you, hope you have the best of dreams",positive
"Muffins: Muffins are delicious, Muffins are neat, I have no more muffins to eat.",neutral
"Oh well, there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve",neutral
 http://twitpic.com/4wh4d - LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!,positive
"Baking experiment results: delicious, very sweet, very rich.  Almost too sweet.",positive
 V?a cï¿½n m?c 800/day t?i qua,neutral
 lOL 518 that was not the year i was born  lol,neutral
long weekend. thank god i can sleep in on monday,positive
" are you kidding me?! that looks incredible!!! Lay out and swim a lot for me, stuck in the cold NYC",positive
 *hugs* im glad you got to spend time with your mom.  if your free tonight drop by for some spaghetti,positive
 Happy mother`s day to Ms. Pat Carey,positive
"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl",neutral
 probably...why not!,neutral
Its so sad,negative
hahaha yay emily i m cool  ,positive
 my dad just bought me both of these  they`re tricky language tho,neutral
 I`m so sorry!! I hope she`s ok  ****,neutral
Time to turn the phone off and get a full nights sleep,neutral
 I don`t think I`m going camping,negative
"_Devil1 Big Brother quiz?  What?!  I`m too busy rocking out on Guitar Hero, I didn`t notice any such thing",neutral
ugh lost the remote  gotta actually move to change channel wtf #****,negative
"bored , cleanin the house",negative
 She must be a were-Wookiee then,neutral
Sooo readyyy for the summerr babyyyy!!!!!!!!!,positive
Chilling with my baybee sarah!  i love this girl,positive
" lol what bothers me is that i`m messing with my metabolism   drinking lots of water pretending its different food, Mmmm grapes!",negative
last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,negative
 id poke u...on face book but u dont have 1  lol,neutral
i was an extra. got ready for work for nothing. studying all night,neutral
not in the mood,negative
"uff - hard to get going today, up half the night with 6 year old son",neutral
_lu I must be getting old and bent: that is the second thing you`ve said in the last couple of days that has not really been a turnon,negative
the puppy shall loose his um... manly parts today  poor guy....,negative
